	ExoRNeasy1_1	ExoRNeasy2_2	ExoRNeasy3_3	ExoRNeasy1_145	Nor1	Nor2	Nor3
hsa-miR-3192-5p	0	0	14.2540020949529	0	0	1.4282882202079	0
hsa-miR-1277-5p	4.54475040168118	38.8623532682086	44.6212239494177	0	41.9409883500957	31.4223408445739	0
hsa-miR-127-5p	14.7704388054638	13.6359134274416	0	9.91165081487642	33.5527906800766	0	23.0779414132828
hsa-miR-1249-3p	0	0	0	0	1.39803294500319	0	0
hsa-miR-3688-3p	0	0	0	0	0	0	0
hsa-miR-1193	0	0	0	16.519418024794	0	0	0.53669631193681
hsa-miR-6819-3p	0	0	0	0	0	0	7.51374836711534
hsa-miR-3913-5p	0	0	32.2264395190239	0	0	0	32.7384750281454
hsa-miR-4533	0	8.18154805646496	0	0	27.9606589000638	0	12.3440151745466
hsa-miR-29b-3p	10.2256884037827	13.6359134274416	46.4804416139768	18.1713598272734	0	39.9920701658213	63.3301648085436
hsa-miR-4638-5p	0	0	0	0	0	0	0
hsa-miR-4659a-3p	21.5875644079856	7.49975238509288	0	0	0	0	0
hsa-miR-548n	0	0	0	0	0	0	0
hsa-miR-3180-5p	0	0	0	0	0	0	0
hsa-miR-377-5p	0	2.72718268548832	0	0	0	0	0
hsa-miR-324-5p	0	12.2723220846974	0	13.2155344198352	0	0	0
hsa-miR-3164	0	0	0.61973922151969	0	0	0	0
hsa-miR-202-3p	0	0	0	0	16.7763953400383	0	17.7109782939147
hsa-miR-6868-3p	0	0	14.2540020949529	0	0	0	0
hsa-miR-132-5p	11.361876004203	0.68179567137208	5.57765299367721	0	1.39803294500319	0	12.8807114864834
hsa-miR-6789-3p	0	0	0	0	0	0	0
hsa-miR-610	0	14.9995047701858	0	0	0	0	0
hsa-miR-6514-5p	0	42.9531272964411	0	0	0	0	14.4908004222939
hsa-miR-6740-5p	0	0	17.972437424071	0	0	0	0
hsa-miR-873-3p	0	0	0	21.4752434322322	0	0	19.3210672297252
hsa-miR-636	0	0	0	0	0	0	0
hsa-miR-4646-3p	0	0	0	0	0	0	13.9541041103571
hsa-miR-4479	0	0	0	0	0	0	0
hsa-miR-6805-5p	0	13.6359134274416	2.47895688607876	0	0	0	12.8807114864834
hsa-miR-664a-3p	0	0	14.2540020949529	0	0	0	0
hsa-miR-301b-3p	0	0	0	42.9504868644645	36.3488565700829	0	0
hsa-miR-548a-3p	0	0	0	0	0	0	0
hsa-miR-4750-5p	12.4980636046233	0	8.67634910127566	19.8233016297528	2.79606589000638	0	3.75687418355767
hsa-miR-4504	0	0	0	0	0	0	0
hsa-miR-222-5p	0	0	12.3947844303938	0	0	0	0
hsa-miR-96-5p	31.8132528117683	9.54513939920912	0	0	0	0	13.9541041103571
hsa-miR-3920	0	15.6813004415578	11.7750452088741	0	0	0	0
hsa-miR-365a-5p	0	0	0	0	0	1.4282882202079	0.53669631193681
hsa-miR-190a-5p	0	0	0	0	0	0	0
hsa-miR-197-5p	21.5875644079856	19.7720744697903	0	0	39.1449224600893	0	4.83026680743129
hsa-miR-3163	0	0	9.91582754431504	0	0	0	0
hsa-miR-769-3p	0	0	0	0	0	0	0
hsa-miR-6798-3p	0	0	9.91582754431504	0	0	1.4282882202079	0
hsa-miR-2276-3p	0	0	0	0	0	0	0
hsa-miR-4659b-3p	18.1790016067247	12.9541177560695	8.05660987975597	0	0	12.8545939818711	17.7109782939147
hsa-miR-598-3p	18.1790016067247	17.7266874556741	14.2540020949529	0	76.8918119751755	52.8466641476925	1.61008893581043
hsa-miR-214-3p	0	0	0	0	27.9606589000638	0	0
hsa-miR-181c-5p	0	2.72718268548832	3.09869610759845	0	1.39803294500319	0	0
hsa-let-7g	0	0	0	0	1.39803294500319	0	0
hsa-miR-337-5p	0	0	14.8737413164726	0	20.9704941750479	0	11.270622550673
hsa-miR-6729-5p	0	0	0	0	0	0	5.3669631193681
hsa-miR-1288-3p	0	0	0	21.4752434322322	19.5724612300447	0	6.44035574324172
hsa-miR-296-5p	0	0	0	0	0	0	0
hsa-miR-5009-5p	0	0	0	0	0	0	0
hsa-let-7f-1-3p	0	0	9.29608832279535	0	12.5822965050287	0	15.5641930461675
hsa-miR-1290	2.27237520084059	1.36359134274416	1.23947844303938	0	0	2.85657644041581	3.22017787162086
hsa-miR-6857-3p	0	0	0	0	0	0	0
hsa-miR-4296	0	0	0	0	0	0	0
hsa-miR-548ab	0	0	0	0	0	0	0
hsa-miR-187-3p	0	0	0	1.6519418024794	0	0	0
hsa-miR-6515-5p	0	0.68179567137208	24.7895688607876	34.6907778520675	0	0	0
hsa-miR-6881-3p	0	0	11.7750452088741	0	0	0	0
hsa-miR-1298-5p	0	0	0.61973922151969	13.2155344198352	0	0	1.07339262387362
hsa-miR-3675-5p	0	0	0	0	0	0	0
hsa-miR-4657	0	6.13616104234872	0	0	0	0	0
hsa-miR-1234-3p	0	0	0	0	0	0	0
hsa-mir-30c-2	0	1.36359134274416	0	3.30388360495881	0	0	0
hsa-mir-30c-1	0	1.36359134274416	0	3.30388360495881	0	0	0
hsa-let-7c-3p	0	0	0	0	0	0	0
hsa-miR-454-3p	18.1790016067247	17.7266874556741	17.3526982025513	34.6907778520675	0	0	0
hsa-miR-3928-3p	15.9066264058841	14.9995047701858	0	0	20.9704941750479	0	0
hsa-miR-3909	10.2256884037827	0	0	8.25970901239701	0	0	0
hsa-miR-3150b-3p	0	0	0	0	0	0	5.90365943130491
hsa-miR-5196-3p	0	0	0	26.4310688396704	0	0	0
hsa-miR-362-5p	0	6.13616104234872	0	0	0	0	14.4908004222939
hsa-miR-627-5p	0	0	11.7750452088741	0	0	0	0
hsa-miR-3653-3p	0	0	0	0	0	0	3.75687418355767
hsa-miR-4683	0	0	4.33817455063783	0	0	0	0
hsa-miR-576-5p	0	7.49975238509288	0	11.5635926173558	0	0	0
hsa-miR-1306-3p	15.9066264058841	0	43.3817455063783	59.4699048892585	0	47.1335112668609	0
hsa-miR-141-5p	0	0	0	0	0	0	1.07339262387362
hsa-miR-6764-5p	0	0	0	0	0	0	0
hsa-miR-520f-3p	0	0	0	0	0	0	0
hsa-miR-548ah-3p|hsa-miR-548av-3p	0	8.86334372783704	0	0	0	0	2.14678524774724
hsa-mir-516b-2	0	0	0	0	0	0	0
hsa-miR-6892-5p	17.0428140063044	0	0	0	0	0	0
hsa-miR-6783-3p	0	0	0	0	0	0	10.7339262387362
hsa-miR-548l	31.8132528117683	0	0.61973922151969	0	6.99016472501595	1.4282882202079	0
hsa-miR-512-3p	0	0	0	1.6519418024794	1.39803294500319	1.4282882202079	0.53669631193681
hsa-miR-520g-3p|hsa-miR-520h	0	0	0	0	8.38819767001914	0	0
hsa-miR-371a-5p	0	0	0	0	1.39803294500319	4.28486466062371	2.14678524774724
hsa-miR-526b-5p	0	0	0	0	4.19409883500957	87.1255814326822	1.61008893581043
hsa-miR-208b-3p	0	0	0	0	0	0	0
hsa-miR-429	0	12.2723220846974	0	0	5.59213178001276	0	4.83026680743129
hsa-miR-522-3p	0	0	0	1.6519418024794	20.9704941750479	2.85657644041581	0
hsa-miR-518a-3p	0	0	0	0	1.39803294500319	0	0
hsa-miR-1298-3p	0	0	0	0	0	0	0
hsa-miR-1269b	0	0	0	0	0	0	0
hsa-miR-378b	1.1361876004203	0	0	0	2.79606589000638	1.4282882202079	1.07339262387362
hsa-miR-4686	0	0	0	0	0	0	0
hsa-miR-410-3p	71.5798188264786	21.1356658125345	42.7620062848586	9.91165081487642	9.78623061502233	0	33.2751713400822
hsa-miR-532-3p	0	3.4089783568604	0	0	0	0	0
hsa-miR-548av-5p|hsa-miR-548k	17.0428140063044	16.3630961129299	21.0711335316695	19.8233016297528	18.1744282850415	0	0
hsa-miR-6787-3p	14.7704388054638	0	0	0	0	0	0
hsa-miR-205-5p	0	0	0	0	0	32.8506290647818	6.97705205517853
hsa-miR-7848-3p	1.1361876004203	7.49975238509288	14.2540020949529	0	1.39803294500319	27.1374761839502	0
hsa-miR-4796-5p	0	0	0	0	0	0	0
hsa-miR-6738-3p	0	0	0	0	0	0	0
hsa-miR-4498	0	0	0	0	0	0	0
hsa-miR-556-5p	0	0	0	8.25970901239701	0	0	0
hsa-miR-6855-5p	7.95331320294207	14.3177090988137	3.71843532911814	0	0	0	0
hsa-miR-6837-5p	0	0	0	0	0	0	0
hsa-miR-452-5p	13.6342512050436	34.7715792399761	19.2119158671104	54.5140794818203	39.1449224600893	0	23.0779414132828
hsa-miR-151a-5p	1.1361876004203	20.4538701411624	0	1.6519418024794	0	1.4282882202079	0
hsa-miR-6787-5p	0	0	0	0	0	0	0
hsa-miR-135a-3p	0	0	0	0	0	0	6.44035574324172
hsa-miR-4440	0	0	0	0	0	0	0
hsa-miR-1285-5p	0	0	0	0	0	0	0
hsa-let-7f-2-3p	1.1361876004203	1.36359134274416	1.23947844303938	0	15.3783623950351	0	0.53669631193681
hsa-miR-376a-3p	0	0	0.61973922151969	0	0	0	41.3256160191344
hsa-miR-154-5p	0	0	0	0	0	0	0
hsa-miR-4677-3p	0	0	0	0	0	0	7.51374836711534
hsa-miR-6810-3p	0	0	0	0	0	0	0
hsa-miR-1303	0	0	0	0	0	0	0
hsa-miR-937-3p	10.2256884037827	10.2269350705812	14.2540020949529	0	1.39803294500319	31.4223408445739	0
hsa-miR-6516-5p	10.2256884037827	0	0	0	0	0	0
hsa-miR-758-3p	0	0	45.8607023924571	9.91165081487642	15.3783623950351	48.5617994870688	11.270622550673
hsa-miR-376c-3p	0	8.18154805646496	0	0	0	0	11.270622550673
hsa-miR-3175	0	0	0	0	0	0	0
hsa-miR-1197	0	0	0	0	0	1.4282882202079	0
hsa-miR-4645-3p	0	0	0	8.25970901239701	0	0	0
hsa-miR-6873-3p	0	0	0	0	0	0	0
hsa-miR-664b-5p	0	14.9995047701858	13.0145236519135	29.7349524446292	0	0	0
hsa-miR-6810-5p	0	0	0	0	0	0	0
hsa-miR-4437	0	0	0	0	0	0	0
hsa-miR-933	14.7704388054638	0	0	0	0	0	0
hsa-miR-548u	3.40856280126089	0	14.2540020949529	1.6519418024794	0	0	7.51374836711534
hsa-miR-509-3p	0	0	0	0	0	0	0
hsa-miR-1258	0	0	0	0	0	0	0
hsa-miR-183-3p	0	0	0	0	0	0	0
hsa-miR-3135a	0	0	0	14.8674762223146	0	0	0
hsa-miR-3180|hsa-miR-3180-3p	0	0	6.81713143671659	0	0	0	0
hsa-miR-4654	0	0	0	0	1.39803294500319	0	0
hsa-miR-1304-5p	0	0	0.61973922151969	0	1.39803294500319	0	0
hsa-miR-4787-3p	0	0	0	0	0	0	0
hsa-miR-6813-5p	0	0	18.5921766455907	0	0	0	0
hsa-miR-6800-5p	0	0	0	0	0	0	0
hsa-miR-98-3p	0	8.18154805646496	11.7750452088741	0	5.59213178001276	0	0
hsa-miR-26a-2-3p	0	0	0	0	0	7.14144110103952	0
hsa-miR-431-3p	0	9.54513939920912	0	4.95582540743821	0	0	9.12383730292577
hsa-miR-379-3p	0	16.3630961129299	0	0	0	0	0
hsa-miR-548at-5p	0	0	0	0	11.1842635600255	0	0
hsa-miR-149-5p	0	0	0	26.4310688396704	0	0	2.14678524774724
hsa-miR-4485-5p	0	12.9541177560695	0	0	0	0	0
hsa-miR-3176	0	0	0	0	0	0	0
hsa-miR-4738-3p	0	0	11.7750452088741	0	6.99016472501595	0	0
hsa-mir-146b	0	0	0	0	0	0	3.75687418355767
hsa-miR-4999-5p	18.1790016067247	0	0	14.8674762223146	0	0	0
hsa-miR-487a-3p	0	0	13.0145236519135	0	0	0	0
hsa-miR-4324	0	0	0	0	0	0	0
hsa-miR-523-3p	0	0	0	0	0	0	0
hsa-miR-6505-3p	0	0	10.5355667658347	0	0	0	0
hsa-miR-3617-5p	21.5875644079856	0	0	0	0	0	0
hsa-miR-1247-3p	0	0	0	0	0	0	0
hsa-miR-548ad-5p|hsa-miR-548ae-5p|hsa-miR-548ay-5p	0	0	0	0	0	0	0
hsa-miR-3682-3p	0	0	0	0	0	0	0
hsa-miR-7850-5p	0	0	0	0	0	0	0
hsa-miR-6767-5p	0	0	0	0	0	0	0
hsa-miR-1269a	0	0	0	0	0	0	0
hsa-miR-934	0	0	0	0	0	1.4282882202079	0
hsa-miR-6761-5p	0	0	0	0	0	0	15.0274967342307
hsa-miR-3934-5p	0	0	0	0	0	0	0.53669631193681
hsa-miR-24-1-5p	0	0	0	0	0	0	0
hsa-miR-519d-3p	0	0	0.61973922151969	0	1.39803294500319	1.4282882202079	0
hsa-miR-133b	3.40856280126089	2.72718268548832	0	6.60776720991761	0	0	0
hsa-miR-548ap-5p	0	0	0	1.6519418024794	0	0	0
hsa-miR-518f-5p	0	0.68179567137208	0	0	1.39803294500319	1.4282882202079	0.53669631193681
hsa-miR-518d-5p|hsa-miR-520c-5p|hsa-miR-526a	0	0.68179567137208	0	0	1.39803294500319	1.4282882202079	0.53669631193681
hsa-miR-145-5p	0	0	17.3526982025513	0	1.39803294500319	0	0
hsa-miR-490-3p	0	0	0	0	0	0	0
hsa-miR-31-5p	0	3.4089783568604	0	21.4752434322322	0	0	0
hsa-miR-208a-3p	0	0	0	0	0	0	5.90365943130491
hsa-miR-3607-3p	0	0	0	0	0	0	0
hsa-miR-34a-5p	0	0	0	0	0	1.4282882202079	0
hsa-miR-133a-5p	0	0	0	0	0	0	0
hsa-miR-490-5p	0	0	0	0	0	0	0
hsa-mir-378a	0	0.68179567137208	0	0	2.79606589000638	0	0
hsa-miR-365a-3p|hsa-miR-365b-3p	0	0	0	0	0	0	0
hsa-miR-1973	0	0	0	0	0	0	0
hsa-miR-152-5p	0	0	0	0	0	0	0
hsa-miR-132-3p	0	0	0	1.6519418024794	0	0	0
hsa-miR-1248	0	0	0	0	2.79606589000638	0	0
hsa-miR-708-5p	0	0	0	0	0	0	5.3669631193681
hsa-miR-129-2-3p	0	0	0	0	0	0	0
hsa-miR-34b-3p	0	0	0	0	0	0	0
hsa-miR-212-3p	0	0	0	0	0	0	0
hsa-miR-450a-1-3p	0	0	0	0	0	0	0
hsa-miR-29a-5p	0	0	0	0	0	0	0
hsa-mir-378d-2	0	0	0	0	2.79606589000638	0	0
hsa-miR-497-5p	22.7237520084059	0	0	0	0	0	0
hsa-miR-212-5p	15.9066264058841	0	0	19.8233016297528	22.368527120051	15.711170422287	18.2476746058515
hsa-miR-4286	0	0	0	0	0	0	17.1742819819779
hsa-miR-200a-5p	0	0	16.1132197595119	1.6519418024794	2.79606589000638	2.85657644041581	11.270622550673
hsa-miR-181b-3p	0	0	0	0	0	0	0
hsa-miR-30c-1-3p	18.1790016067247	35.4533749113482	9.29608832279535	0	0	0	0
hsa-miR-3652	0	0	0	0	0	0	0
hsa-miR-4652-5p	0	0	0	0	0	0	0
hsa-let-7g-3p	0	0	0	0	0	0	0
hsa-miR-193b-3p	0	0.68179567137208	0	0	0	1.4282882202079	0
hsa-miR-302c-5p	0	0	0	1.6519418024794	1.39803294500319	0	0
hsa-miR-129-1-3p	0	0	0	0	0	0	0
hsa-miR-4454	0	0	0	0	0	0	0
hsa-miR-299-5p	0	0	0	11.5635926173558	0	0	0
hsa-miR-138-5p	0	0	0	0	0	0	0
hsa-miR-499a-3p	0	0	0	0	0	0	0
hsa-miR-374c-5p	2.27237520084059	1.36359134274416	3.09869610759845	0	0	1.4282882202079	0
hsa-miR-128-1-5p	0	0	0	0	0	0	0
hsa-miR-4530	0	0	0	0	0	0	0
hsa-mir-378d-1	0	0	0	0	2.79606589000638	0	0
hsa-miR-380-5p	0	0	6.81713143671659	9.91165081487642	0	0	0
hsa-miR-208a-5p	0	0	0	0	0	0	0
hsa-miR-4448	0	0	0	0	0	0	0
hsa-miR-365b-5p	0	0	0	0	0	0	5.90365943130491
hsa-miR-6126	0	0	0	0	0	0	0
hsa-miR-4317	0	0	0	0	0	0	0
hsa-miR-23c	0	0	0.61973922151969	0	0	0	0
hsa-miR-448	0	0	0	0	0	0	0.53669631193681
hsa-miR-188-5p	0	0	0	0	0	0	0
hsa-miR-371a-3p	0	0	0	0	0	1.4282882202079	2.14678524774724
hsa-miR-4532	0	0	0	0	0	0	0
hsa-miR-501-5p	0	0	0	0	0	0	0
hsa-mir-23b	0	0	0	0	0	0	0
hsa-miR-935	0	0	0	0	0	1.4282882202079	0
hsa-miR-373-3p	0	0	0	0	1.39803294500319	0	0
hsa-mir-23a	0	0	0	0	0	0	0
hsa-miR-9-3p	0	8.18154805646496	0	0	11.1842635600255	24.2808997435344	5.3669631193681
hsa-mir-26b	0	2.04538701411624	0	0	0	0	0
hsa-miR-1297	0	2.04538701411624	0	0	11.1842635600255	0	0
hsa-mir-302b	0	0	0	0	0	0	0
hsa-mir-302c	0	0	0	0	0	0	0
hsa-mir-302a	0	0	0	0	0	0	0
hsa-miR-302e	0	0	0	0	0	0	0
hsa-miR-4792	0	0	0	0	0	0	0
hsa-miR-487b-3p	36.3580032134495	0	0	0	0	0	0
hsa-miR-671-5p	4.54475040168118	0	11.1553059873544	33.0388360495881	0	0	0
hsa-miR-542-5p	0	0	0	0	0	0	0
hsa-miR-7107-3p	0	0	0	0	0	0	0
hsa-miR-1250-5p	13.6342512050436	0	0	24.779127037191	23.7665600650542	21.4243233031186	0
hsa-miR-1293	0	0	0	0	0	0	11.270622550673
hsa-let-7e-3p	0	19.7720744697903	0	0	0	0	0
hsa-miR-5703	0	0	0	0	0	0	0
hsa-miR-6770-3p	0	21.8174614839066	4.33817455063783	0	0	0	20.9311561655356
hsa-miR-675-3p	0	0	0	0	0	0	0
hsa-miR-2277-5p	0	0	0	16.519418024794	0	0	0
hsa-miR-4482-3p	0	0	0	0	1.39803294500319	0	0
hsa-miR-518e-3p	0	0	0	0	2.79606589000638	1.4282882202079	0.53669631193681
hsa-miR-449c-5p	0	0	0	0	0	0	0
hsa-miR-498	0	0	0	0	0	0	0
hsa-miR-3911	0	0	0	0	1.39803294500319	15.711170422287	16.1008893581043
hsa-miR-4798-5p	0	0	0	0	0	0	0
hsa-miR-4741	0	8.18154805646496	0	0	0	0	0
hsa-miR-4708-3p	0	0	0	0	0	0	0
hsa-miR-4800-5p	0	0	0	0	0	5.71315288083162	0
hsa-miR-6821-5p	0	0	0	0	0	0	0
hsa-miR-5000-3p	0	0	0	0	0	0	0
hsa-mir-320d-2	0	1.36359134274416	0	0	1.39803294500319	0	0.53669631193681
hsa-mir-320d-1	0	0	0	0	0	0	0.53669631193681
hsa-miR-4497	0	0	0	0	0	0	0
hsa-mir-7845	0	0	0	0	0	0	0
hsa-miR-4800-3p	0	0	0	0	0	0	0
hsa-miR-422a	0	0	0	0	0	0	0
hsa-miR-518f-3p	0	0	0	0	0	0	0
hsa-miR-4777-3p	0	0	0	0	0	0	0
hsa-miR-7-1-3p	0	0	22.3106119747088	0	6.99016472501595	0	0
hsa-miR-582-5p	0	0	0	0	0	0	0
hsa-miR-4661-5p	0	0	11.7750452088741	0	0	0	0
hsa-miR-302b-5p	0	0	0	0	0	0	0
hsa-miR-520h	0	0	0	0	2.79606589000638	0	0.53669631193681
hsa-miR-7641	0	0	0	0	0	0	0
hsa-miR-6791-3p	0	0	0	0	0	0	3.22017787162086
hsa-miR-455-3p	0	0	0	0	1.39803294500319	0	0
hsa-miR-6513-3p	0	0.68179567137208	11.1553059873544	0	0	0	0
hsa-miR-193a-3p	0	0	0	0	0	0	0
hsa-miR-892c-3p	0	0	0	0	0	0	0
hsa-miR-1262	0	0	0	0	0	0	0
hsa-miR-3173-3p	0	0	0	0	0	0	0
hsa-miR-6877-5p	17.0428140063044	4.09077402823248	16.1132197595119	0	0	0	19.3210672297252
hsa-miR-3613-3p	12.4980636046233	0	0	0	0	0	0
hsa-miR-539-5p	0	0	0.61973922151969	0	0	0	0
hsa-miR-616-3p	0	0	0	0	0	0	0
hsa-miR-509-3-5p	0	0	10.5355667658347	1.6519418024794	0	0	0
hsa-miR-487b-5p	0	0	0	0	0	0	0
hsa-miR-1914-5p	0	0	0	0	0	0	0
hsa-miR-194-3p	0	0	0	0	0	0	0
hsa-miR-4775	0	8.18154805646496	0	1.6519418024794	0	0	0
hsa-miR-3944-3p	0	0	0	0	0	0	0
hsa-miR-5588-5p	0	0	0	0	0	0	0
hsa-miR-548q	0	0	0	0	0	0	0
hsa-miR-3188	14.7704388054638	0	0	34.6907778520675	0	0	0
hsa-miR-4755-5p	0	6.8179567137208	0	19.8233016297528	0	28.5657644041581	0
hsa-miR-4444	0	0	0	0	0	0	0
hsa-miR-5701	0	0	0	0	0	0	0
hsa-miR-6513-5p	0	16.3630961129299	0	0	0	0	0
hsa-miR-7110-5p	0	0	15.4934805379923	0	0	0	0
hsa-miR-449a	0	0	0	0	0	0	0
hsa-miR-3200-5p	0	0	0	0	0	0	0
hsa-miR-570-3p	0	0	0	0	0	0	0
hsa-miR-6803-3p	5.68093800210148	0	0	0	0	0	0
hsa-miR-765	0	0	0	0	0	0	0
hsa-miR-154-3p	0	0	0	0	0	0	0
hsa-miR-4425	0	0	0	0	0	0	0
hsa-miR-6894-3p	0	0	6.1973922151969	0	0	0	0
hsa-miR-550b-3p	0	0	0	0	0	0	0
hsa-miR-618	0	0	0	0	0	0	17.7109782939147
hsa-miR-943	0	0	0	0	0	0	0
hsa-miR-4525	0	0	0	0	0	0	0
hsa-miR-668-3p	0	6.8179567137208	0	0	0	0	0
hsa-miR-6511a-3p	7.95331320294207	0	0	0	0	0	0.53669631193681
hsa-miR-4668-5p	0	0	0	0	0	0	0
hsa-miR-4757-5p	0	0	0	0	0	0	0
hsa-miR-4796-3p	0	0	0	0	0	0	0
hsa-miR-552-3p	0	5.45436537097664	24.7895688607876	0	46.1350871851053	0	9.66053361486258
hsa-miR-6772-5p	0	12.2723220846974	0	0	0	0	16.1008893581043
hsa-miR-511-3p	0	0	0	0	0	0	0
hsa-miR-597-3p	0	8.86334372783704	0	0	0	0	0
hsa-miR-520d-3p	0	0	0	3.30388360495881	44.7370542401021	0	0
hsa-miR-196a-5p	0	0	0	0	0	0	0
hsa-miR-3620-5p	0	0	19.8316550886301	13.2155344198352	0	0	0
hsa-miR-7113-5p	0	0	9.29608832279535	0	0	0	0
hsa-miR-518c-5p	0	0	0	0	0	1.4282882202079	0
hsa-miR-517-5p	0	0	0	0	1.39803294500319	0	0
hsa-miR-520g-5p	0	0	0	0	0	0	0
hsa-miR-1286	0	0	0	0	0	0	0
hsa-miR-518c-3p	0	0	0	0	0	0	0.53669631193681
hsa-miR-6850-5p	0	0	0	0	0	0	9.66053361486258
hsa-miR-6736-5p	0	0	0	0	0	0	0
hsa-miR-5004-3p	0	0	0	0	0	0	0
hsa-miR-1283	0	0	0	0	0	0	0.53669631193681
hsa-miR-517c-3p	0	0	0	0	0	1.4282882202079	0
hsa-miR-659-5p	0	4.09077402823248	6.81713143671659	0	0	0	0
hsa-miR-3690	0	0	0	0	0	0	0
hsa-miR-149-3p	0	0.68179567137208	0	0	0	0	0
hsa-miR-519a-3p	0	0	0	0	0	0	0
hsa-miR-520a-5p	0	0	0	0	0	1.4282882202079	0.53669631193681
hsa-miR-519d-5p	0	0	0	0	0	0	0
hsa-miR-4640-3p	0	0	0	0	0	0	0
hsa-miR-520f-5p	0	0	0	0	0	0	0
hsa-miR-1247-5p	0	0	0	0	0	68.5578345699794	0
hsa-miR-6861-5p	0	0	13.6342628734332	0	0	0	0
hsa-miR-6748-5p	0	0	0	0	0	0	0
hsa-miR-541-3p	0	15.6813004415578	0	0	0	0	0.53669631193681
hsa-miR-1296-5p	26.1323148096668	0	0	0	0	0	0
hsa-miR-518d-3p	0	0.68179567137208	0	0	0	0	0
hsa-miR-520g-3p	0	0	0	0	0	0	0
hsa-miR-4470	0	0	13.6342628734332	0	0	0	0
hsa-miR-6806-3p	0	0	0	0	0	0	0
hsa-miR-675-5p	0	0	0	0	0	0	0
hsa-miR-744-3p	24.9961272092465	8.18154805646496	0	0	0	0	0
hsa-miR-940	0	0	0	0	0	0	0
hsa-miR-301a-3p	0	0	13.0145236519135	0	0	0	10.7339262387362
hsa-miR-6816-3p	0	0	0	0	0	0	0
hsa-miR-6847-5p	0	15.6813004415578	0	0	0	0	0
hsa-miR-6853-3p	0	0	0	0	6.99016472501595	0	0
hsa-miR-3125	0	0	0	0	0	0	0
hsa-miR-6825-5p	12.4980636046233	9.54513939920912	0	0	19.5724612300447	0	0
hsa-miR-4436b-3p	0	0	0	0	0	0	0
hsa-miR-6894-5p	0	0	0	0	0	0	0
hsa-miR-29b-2-5p	0	0	0	0	0	0	10.7339262387362
hsa-miR-4522	0	0	0	0	0	0	0
hsa-miR-6817-3p	0	0	0	0	22.368527120051	0	7.51374836711534
hsa-miR-5093	0	0	0	0	0	0	0
hsa-miR-525-3p	0	0	0	0	0	0	0
hsa-miR-4734	0	0	0	0	0	0	0
hsa-miR-548ai|hsa-miR-570-5p	0	0	0	0	0	0	0
hsa-miR-548ar-3p	0	0	0	0	0	0	0.53669631193681
hsa-miR-6504-5p	0	0	0	11.5635926173558	0	0	0
hsa-miR-8072	0	0	0	0	0	0	6.97705205517853
hsa-miR-1185-2-3p	0	0	0	0	0	0	0
hsa-miR-548f-3p	0	0	0.61973922151969	0	0	0	0
hsa-miR-4535	0	0	0	0	0	0	0
hsa-miR-6755-5p	0	0	0	0	0	0	0
hsa-miR-653-3p	0	0	0	0	0	0	0
hsa-miR-521	0	0	0	0	0	0	0
hsa-miR-524-5p	0	0	0	0	0	0	0
hsa-miR-6862-5p	0	0	0	0	0	0	0
hsa-mir-516b-1	0	0	0	0	0	0	0
hsa-mir-517a	0	0	0	0	0	0	0
hsa-miR-892a	0	0	0	0	0	0	0
hsa-miR-3678-5p	0	0	0	11.5635926173558	0	0	0
hsa-miR-6883-3p	0	0	0	0	0	0	0
hsa-miR-6786-3p	0	0	0	0	0	0	0
hsa-miR-4658	0	0	0	0	0	0	0
hsa-miR-548o-3p	0	0	0	0	1.39803294500319	0	0
hsa-miR-124-3p	0	0	0	0	0	0	0
hsa-miR-105-5p	0	0	0	0	0	0	0
hsa-miR-3166	0	0	0	0	0	0	0.53669631193681
hsa-miR-3129-3p	0	0	0	0	0	0	0
hsa-miR-4467	0	0	0	0	0	0	0
hsa-miR-4511	0	0	0	0	0	0	0
hsa-miR-4676-3p	0	0.68179567137208	0	0	0	0	0
hsa-miR-3121-3p	0	8.18154805646496	0	0	19.5724612300447	0	0
hsa-miR-548ac	0	0	0	0	0	0	0
hsa-miR-1260a	0	0	0	0	0	0	0
hsa-miR-508-3p	0	0	0	0	0	0	0
hsa-miR-6780a-5p	0	0	0	31.3868942471086	0	0	0
hsa-miR-5584-5p	0	0	0	0	0	0	0
hsa-miR-135a-5p	0	0	0	16.519418024794	0	0	0
hsa-miR-6134	0	0.68179567137208	0	0	0	0	0
hsa-miR-4716-3p	0	0	0	0	0	0	0
hsa-miR-4306	0	0	0	0	0	0	0
hsa-miR-6866-3p	0	0	0	0	0	0	0
hsa-miR-5003-3p	0	0	0	0	0	0	0
hsa-miR-3591-5p	0	0	0	0	0	0	0
hsa-miR-519b-3p	0	0	0	0	0	0	0
hsa-mir-548l	0	0	0	0	0	0	0
hsa-miR-548ah-3p	0	0	0	0	0	0	0
hsa-miR-515-5p	0	0	0	0	0	0	0
hsa-miR-6855-3p	0	0	0	0	13.9803294500319	0	0.53669631193681
hsa-miR-6825-3p	0	0	0	0	0	0	0
hsa-miR-6500-3p	0	0	0	0	0	0	0
hsa-miR-4799-5p	0	0	0	0	0	0	0
hsa-miR-370-5p	10.2256884037827	6.13616104234872	0	0	0	0	0
hsa-miR-548ay-3p	0	0	0	0	0	0	0
hsa-miR-6884-5p	0	0	0	0	0	0	2.68348155968405
hsa-miR-550a-3p	0	0	0	0	0	0	0
hsa-miR-6750-5p	0	0	0	0	0	0	0
